ECs	E2P2	PRIAM	KOALA	KAAS	INTERPRO	Blast2Go
4.2.3.15	0,55555556	0,77777778	0,11111111	0,22222222	0	1,0
4.2.3.13	1,0	1,0	0	0	0	1,0
4.2.3.10	1,0	1,0	0	0	0	1,0
2.7.11.2	1,0	1,0	1,0	1,0	0	1,0
2.7.11.1	0,97088792	0,90830946	0,29403202	0,22852984	0	0
3.2.1.182	1,0	1,0	0	0	0	1,0
1.14.13.47	1,0	1,0	0	0	0	1,0
3.2.1.186	1,0	1,0	0	0	0	0
3.2.1.188	1,0	1,0	0	0	0	0
2.7.8.41	0	1,0	0,5	0,5	0	0
1.6.99.3	1,0	0,9047619	0,73076923	0,61538462	0	1,0
1.3.1.83	1,0	1,0	1,0	1,0	0	1,0
1.3.1.82	1,0	1,0	0	0	0	1,0
1.3.1.81	1,0	1,0	0	0	0	1,0
2.3.1.249	0	0	1,0	1,0	0	0
2.3.1.248	0	0	0	1,0	0	0
3.5.4.26	1,0	1,0	1,0	1,0	0	1,0
3.5.4.25	1,0	1,0	1,0	1,0	0,6	1,0
3.5.1.98	1,0	1,0	0,875	0,875	0,1875	1,0
3.5.1.99	1,0	1,0	0	0	0	1,0
3.4.24.84	1,0	1,0	1,0	1,0	0	0
2.7.1.100	1,0	1,0	1,0	0,66666667	0,33333333	1,0
2.7.1.107	1,0	1,0	1,0	1,0	0,57142857	1,0
2.7.1.105	1,0	1,0	1,0	1,0	0	1,0
2.7.1.108	1,0	0	1,0	1,0	0	1,0
5.3.4.1	1,0	0,92592593	0,88888889	0,62962963	0	1,0
4.2.99.20	1,0	1,0	1,0	1,0	0	1,0
4.2.99.22	1,0	1,0	0	0	0	0
1.13.11.69	1,0	1,0	1,0	0,5	0	1,0
1.13.11.68	1,0	1,0	1,0	0,5	0	0,5
1.1.1.102	1,0	1,0	1,0	1,0	0	1,0
1.1.1.100	1,0	0,88888889	0,88888889	0,77777778	0,33333333	1,0
4.1.3.27	1,0	1,0	1,0	1,0	0	1,0
4.1.3.22	1,0	1,0	0	0	0	1,0
4.2.3.32	0,28571429	1,0	0	0	0	1,0
2.7.7.30	1,0	1,0	0	0	0	1,0
2.7.7.38	1,0	1,0	1,0	1,0	0,5	1,0
1.1.1.219	0,84615385	1,0	1,0	0,07692308	0	1,0
1.2.1.13	1,0	0,83333333	0,91666667	0,25	0	0,81818182
1.2.1.12	1,0	0,96551724	0,96551724	0,93103448	0	1,0
2.5.1.93	1,0	1,0	0	0	0	1,0
2.5.1.92	1,0	1,0	0	0	0	1,0
2.1.1.64	1,0	1,0	1,0	1,0	0	1,0
2.1.1.65	0	1,0	0	0	0	1,0
2.1.1.62	1,0	1,0	1,0	1,0	0	1,0
2.1.1.68	0,90909091	0,90909091	0,45454545	0,04545455	0	1,0
2.1.1.69	1,0	1,0	0	0	0	1,0
1.6.5.9	1,0	1,0	1,0	0,81818182	0	0
1.6.5.5	1,0	0	0	0	0	1,0
1.6.5.4	1,0	0,86666667	0,875	0,3125	0	1,0
1.6.5.3	0,98181818	0,92156863	0,85964912	0,75438596	0,13207547	1,0
1.6.5.2	1,0	1,0	0,55555556	0,55555556	0,33333333	1,0
3.2.1.125	1,0	1,0	0	0	0	1,0
4.1.1.65	1,0	1,0	1,0	1,0	0,6	1,0
2.3.1.107	1,0	0	0	0	0	1,0
2.3.1.103	1,0	0	0	0	0	1,0
1.8.5.1	1,0	0	1,0	0,5	0	0,83333333
2.3.2.15	1,0	1,0	1,0	0,83333333	0,5	1,0
2.4.1.255	1,0	0	0,14285714	0,14285714	0	0
2.4.1.254	1,0	1,0	0	0	0	1,0
2.4.1.256	1,0	1,0	1,0	1,0	0	1,0
2.4.1.253	1,0	1,0	0	0	0	1,0
5.4.99.57	1,0	1,0	0	1,0	0	0
5.4.99.56	1,0	1,0	0	1,0	0	0
5.4.99.55	1,0	1,0	1,0	0	0	0
5.4.99.54	1,0	1,0	0	1,0	0	0
5.4.99.53	1,0	1,0	0	1,0	0	0
5.4.99.52	0	1,0	0	1,0	0	0
5.4.99.51	1,0	1,0	0	0	0	0
5.4.99.50	1,0	1,0	0	0	0	0
1.14.13.134	1,0	1,0	0	0	0	1,0
1.14.13.137	1,0	1,0	0	0	0	1,0
1.14.13.136	1,0	1,0	0	0	0	1,0
1.14.13.139	1,0	1,0	0	0	0	1,0
1.14.13.138	1,0	1,0	0	0	0	1,0
1.2.3.14	0	1,0	1,0	1,0	0	1,0
3.6.1.31	1,0	1,0	1,0	1,0	0	1,0
2.1.1.278	1,0	1,0	1,0	0,5	0	1,0
2.1.1.279	1,0	1,0	0	0	0	0
2.1.1.276	1,0	1,0	1,0	1,0	0	1,0
2.1.1.277	1,0	1,0	0	0	0	0
2.1.1.274	1,0	1,0	0,66666667	0,33333333	0	0
2.1.1.275	1,0	1,0	0	1,0	0	0
2.1.1.273	0,33333333	1,0	0	0,33333333	0	0
2.1.1.270	0,5	1,0	0	0	0	1,0
3.4.25.1	1,0	1,0	1,0	1,0	0	0
5.3.1.16	1,0	1,0	1,0	1,0	0	1,0
2.4.1.330	0	1,0	1,0	0	0	0
5.3.1.13	1,0	1,0	1,0	1,0	0	1,0
2.6.1.5	0,5	0,5	0,5	0,5	0	1,0
2.3.1.75	1,0	1,0	0	0,07692308	0	1,0
2.3.1.74	1,0	0,89312977	0,99236641	0,05343511	0	1,0
4.2.1.33	1,0	1,0	1,0	1,0	0,25	1,0
3.1.3.4	1,0	1,0	1,0	1,0	0	1,0
3.1.3.7	1,0	1,0	1,0	1,0	0,125	1,0
1.14.14.36	1,0	1,0	0	0	0	0
1.14.14.37	1,0	1,0	0	0	0	0
1.14.14.38	1,0	1,0	0	0	0	0
1.14.14.39	1,0	1,0	0	0	0	0
1.14.13.53	0	1,0	0	0	0	1,0
2.7.1.151	1,0	1,0	1,0	0,5	0	1,0
1.14.13.55	1,0	1,0	0	0	0	1,0
1.14.13.52	1,0	0	0	0	0	1,0
4.1.99.3	1,0	1,0	1,0	0,5	0	1,0
3.5.4.33	1,0	1,0	1,0	1,0	0	0
2.3.1.256	0	0	1,0	1,0	0	0
2.3.1.254	0	0	1,0	1,0	0	0
3.5.1.88	1,0	1,0	1,0	1,0	0	1,0
3.1.7.6	0	1,0	0	0	0	0
4.1.2.27	1,0	1,0	1,0	1,0	0	1,0
2.7.1.137	1,0	1,0	1,0	1,0	0	1,0
2.7.1.134	0,75	1,0	0,875	0,3125	0,3125	1,0
2.7.1.130	1,0	1,0	1,0	1,0	0	1,0
3.1.3.32	1,0	1,0	1,0	1,0	0	1,0
1.14.15.17	1,0	1,0	1,0	1,0	0	0
2.7.1.138	1,0	1,0	1,0	1,0	0	1,0
2.1.2.1	1,0	1,0	1,0	1,0	0,18181818	1,0
2.1.2.2	1,0	1,0	1,0	0,66666667	0,33333333	1,0
3.2.2.3	0,75	1,0	0,75	0,25	0	1,0
2.4.2.40	1,0	1,0	0	0	0	1,0
2.4.2.41	1,0	1,0	1,0	1,0	0	1,0
1.13.11.12	0,9375	0,9375	0,8125	0,25	0	0,9375
1.13.11.18	1,0	0	1,0	1,0	0	1,0
3.4.24.70	1,0	1,0	1,0	1,0	0	0
1.10.9.1	1,0	1,0	1,0	0,55555556	0,22222222	1,0
2.6.1.21	1,0	1,0	0	0	0	0
2.6.1.27	0,5	0,75	0	0	0	1,0
1.1.1.200	1,0	1,0	0	0	0	1,0
1.1.1.205	1,0	1,0	1,0	1,0	0,33333333	1,0
1.1.1.206	1,0	1,0	1,0	0	0	1,0
1.1.1.208	1,0	1,0	1,0	0,5	0	1,0
3.2.2.27	1,0	1,0	1,0	1,0	0	0
3.2.2.21	1,0	1,0	1,0	1,0	0	1,0
3.2.2.23	1,0	1,0	1,0	1,0	0	1,0
3.2.2.22	1,0	0,86956522	0	0	0,53731343	1,0
1.2.1.27	1,0	1,0	1,0	1,0	1,0	1,0
1.2.1.24	1,0	1,0	1,0	0,5	0	1,0
1.2.1.28	1,0	1,0	0	1,0	0	1,0
4.1.3.38	1,0	1,0	1,0	1,0	0	0
4.1.3.36	1,0	1,0	1,0	1,0	0	1,0
2.7.1.86	1,0	1,0	0	0	0	1,0
2.7.1.82	1,0	1,0	1,0	1,0	0	1,0
1.16.1.7	1,0	1,0	1,0	0,875	0	1,0
3.2.1.20	1,0	1,0	1,0	1,0	0	0,75
3.2.1.21	0,93103448	0,93103448	1,0	0,44827586	0	0,97701149
3.2.1.22	1,0	0,85714286	0,85714286	0,71428571	0	1,0
3.2.1.23	1,0	0,92682927	0,04878049	0,07317073	0	1,0
3.2.1.24	1,0	0,8	0,8	0,8	0,4	1,0
3.2.1.26	0,86046512	0,97674419	0,72093023	0,20930233	0,06976744	0,97674419
3.2.1.28	1,0	1,0	1,0	1,0	0,5	1,0
1.11.2.3	1,0	1,0	1,0	0,6	0	0,77777778
5.99.1.2	1,0	1,0	1,0	0,85714286	0,28571429	1,0
5.99.1.3	1,0	0,88235294	0,70588235	0,70588235	0,41176471	0,94117647
2.3.2.8	1,0	1,0	1,0	1,0	0,5	1,0
2.3.2.5	1,0	1,0	0	0	1,0	1,0
2.3.2.2	1,0	1,0	1,0	1,0	0	1,0
2.3.1.133	1,0	1,0	1,0	0,5	0	1,0
1.1.3.8	1,0	0	0	0	0	0,71428571
2.3.1.255	0	0	1,0	1,0	0	0
5.4.99.40	0,66666667	1,0	0,33333333	0,33333333	0	0
5.4.99.41	0,71428571	1,0	0,28571429	0,28571429	0	0
2.4.1.242	1,0	0,76470588	0,82352941	0,05882353	0	0,92857143
2.4.1.243	1,0	1,0	0	0	0	1,0
5.4.99.46	1,0	1,0	0	0	0	0
2.4.1.241	1,0	1,0	1,0	0,33333333	0	1,0
5.4.99.48	1,0	1,0	0	0	0	0
5.4.99.49	1,0	1,0	0	0	0	0
1.14.13.125	1,0	1,0	0	1,0	0	0
1.14.13.122	1,0	1,0	1,0	0,5	0	1,0
1.14.13.123	1,0	1,0	0	0	0	0
1.14.13.120	1,0	1,0	0	0	0	1,0
1.14.13.121	1,0	1,0	0	0	0	0
2.1.1.71	1,0	1,0	1,0	1,0	0	1,0
2.1.1.77	1,0	1,0	1,0	1,0	0,66666667	1,0
2.1.1.76	1,0	0	0	0	0	1,0
2.4.1.34	1,0	1,0	0	0	0,08333333	1,0
2.1.1.240	1,0	1,0	1,0	0	0	1,0
2.4.1.32	1,0	1,0	1,0	0,66666667	0	1,0
2.1.1.244	1,0	1,0	1,0	1,0	0	0
2.4.1.300	1,0	1,0	0	0	0	1,0
6.3.4.21	1,0	1,0	1,0	1,0	0	1,0
2.4.1.237	0	0	0	0	0	1,0
2.8.1.8	1,0	1,0	1,0	0,95652174	0,43478261	1,0
2.8.1.9	1,0	1,0	1,0	1,0	0	1,0
1.10.3.1	0,84615385	0,92857143	0,92857143	0	0,35714286	1,0
1.10.3.3	1,0	1,0	1,0	1,0	0	1,0
1.10.3.2	1,0	1,0	1,0	0,37777778	0,06666667	1,0
2.8.1.2	1,0	1,0	1,0	1,0	0	1,0
2.8.1.1	0,5	0,75	0,5	0,5	0	1,0
1.10.3.9	1,0	1,0	1,0	0,99514563	0	0
2.8.1.7	0,5	1,0	1,0	1,0	0,5	1,0
4.2.1.20	1,0	1,0	1,0	1,0	0,25	1,0
3.6.3.14	1,0	0,97333333	0,94771242	0,89542484	0	0
4.2.1.24	1,0	1,0	1,0	1,0	0,5	1,0
2.3.1.41	1,0	1,0	0	0	0	0,75
2.7.1.24	1,0	1,0	1,0	1,0	1,0	1,0
2.3.1.48	1,0	1,0	0,9	0,75	0,35	1,0
5.5.1.13	1,0	1,0	1,0	0,2	0	1,0
4.2.3.75	1,0	1,0	1,0	0	0	0
2.7.8.2	1,0	1,0	0	0	0	1,0
4.2.3.77	1,0	1,0	0	0	0	0
4.2.3.70	0	1,0	0	0	0	0
2.7.8.5	1,0	1,0	0,66666667	0,66666667	0	0,66666667
4.2.3.73	1,0	1,0	0	0	0	1,0
2.7.8.8	1,0	1,0	0	0	0	1,0
4.2.3.78	1,0	1,0	0	1,0	0	1,0
4.2.3.79	0	1,0	0	1,0	0	1,0
1.14.13.28	1,0	1,0	0	0	0	1,0
2.4.2.7	1,0	1,0	1,0	1,0	0,66666667	1,0
1.14.13.21	1,0	0,5	1,0	0,25	0	1,0
3.1.30.1	1,0	1,0	0	0	0	0
1.3.2.3	1,0	1,0	1,0	0,25	0	1,0
5.4.3.10	1,0	1,0	0	0	0	0
2.7.8.23	1,0	1,0	0	0	0	1,0
3.4.14.10	1,0	1,0	0,66666667	0,66666667	0	0
3.1.3.36	0,57142857	0,28571429	0	0	0	1,0
3.1.3.37	1,0	1,0	1,0	0,33333333	0	1,0
1.14.99.43	1,0	1,0	0	0	0	0
1.14.99.47	1,0	1,0	0	0	0	0
1.14.99.45	1,0	1,0	1,0	1,0	0	0
1.14.13.112	1,0	1,0	1,0	1,0	0	0
1.14.15.24	1,0	1,0	1,0	0,33333333	0	0
3.1.3.21	1,0	1,0	0	0	0	1,0
1.14.15.21	1,0	1,0	1,0	0,125	0	1,0
3.1.3.25	1,0	1,0	1,0	1,0	0	1,0
3.1.3.24	1,0	1,0	1,0	0,63636364	0,27272727	1,0
5.1.1.18	1,0	1,0	1,0	1,0	0	1,0
2.4.2.58	0	0	1,0	1,0	0	0
1.14.19.17	0	0	1,0	1,0	0	0
1.14.19.11	0	0	1,0	0,33333333	0	0
2.4.2.51	1,0	1,0	1,0	1,0	0	1,0
1.3.1.22	1,0	1,0	1,0	1,0	0	1,0
5.2.1.12	1,0	1,0	1,0	0,5	0	0
2.7.4.8	1,0	1,0	1,0	1,0	0,4	1,0
2.7.4.9	1,0	1,0	1,0	1,0	1,0	1,0
2.7.4.6	1,0	0,95833333	0,88	0,88	0,45833333	1,0
2.7.4.2	1,0	1,0	1,0	1,0	0	1,0
2.7.4.3	1,0	1,0	1,0	0,70588235	0,11764706	1,0
2.7.6.5	0,92307692	1,0	1,0	0,76923077	0	0,92307692
2.7.6.2	1,0	1,0	1,0	1,0	1,0	1,0
2.7.6.3	1,0	1,0	1,0	0,66666667	0,33333333	1,0
2.7.6.1	1,0	1,0	0,53846154	0,53846154	0,23076923	1,0
2.6.1.13	1,0	1,0	1,0	1,0	0,33333333	1,0
2.6.1.11	1,0	1,0	1,0	1,0	0	1,0
1.1.1.271	1,0	1,0	1,0	0,75	0	1,0
1.2.1.38	1,0	1,0	1,0	1,0	0	1,0
3.4.16.6	1,0	0,83333333	0	0	0	0
3.4.16.5	1,0	1,0	0	0,8	0	0
2.7.2.8	1,0	1,0	1,0	1,0	0	1,0
4.1.3.44	1,0	1,0	1,0	1,0	0	1,0
2.7.2.3	1,0	1,0	0,8	0,8	0,75	1,0
3.7.1.2	1,0	1,0	1,0	1,0	1,0	1,0
3.7.1.5	1,0	0	1,0	1,0	0	1,0
2.7.2.4	0,375	1,0	1,0	1,0	0,125	1,0
2.7.1.91	1,0	1,0	1,0	1,0	0	1,0
2.7.1.90	1,0	1,0	1,0	1,0	0,25	1,0
4.2.1.75	1,0	1,0	1,0	0,5	1,0	1,0
3.5.5.4	1,0	1,0	1,0	0,16666667	0	1,0
3.5.5.1	0,71428571	1,0	0	0,71428571	0	1,0
3.2.1.37	1,0	0,75	0,75	0,25	0	1,0
3.2.1.39	0,98275862	0,87931034	0,10169492	0,10169492	0	0,94736842
4.1.1.49	1,0	1,0	1,0	1,0	0,6	1,0
1.3.8.4	1,0	1,0	1,0	1,0	0	1,0
1.1.1.95	1,0	1,0	1,0	1,0	0	1,0
2.3.1.129	1,0	1,0	1,0	1,0	1,0	1,0
2.4.1.273	1,0	1,0	0	0	0	1,0
2.4.1.272	1,0	1,0	0	0	0	1,0
2.4.1.271	1,0	1,0	0,33333333	0	0	0
1.3.99.12	1,0	1,0	0	0	0	1,0
5.4.99.35	0	1,0	0	0	0	0
5.4.99.34	1,0	1,0	0	0	0	0
5.4.99.37	1,0	1,0	0	0	0	0
5.4.99.36	1,0	1,0	0	0	0	0
5.4.99.31	1,0	1,0	0	1,0	0	0
5.4.99.30	1,0	0,91666667	0,91666667	0,41666667	0	0,91666667
5.4.99.33	1,0	1,0	0	0	0	0
5.4.99.39	0,72727273	1,0	1,0	0,18181818	0	0
5.4.99.38	1,0	1,0	0	1,0	0	0
1.14.18.9	1,0	1,0	0	0	0	0,8
3.5.1.2	1,0	1,0	0	0	1,0	1,0
3.5.1.3	1,0	0	1,0	1,0	0	1,0
1.14.18.4	1,0	0	0	0	0	1,0
1.14.18.5	1,0	1,0	1,0	1,0	0	0
3.5.1.4	0,66666667	0,33333333	1,0	1,0	0,33333333	1,0
3.5.1.5	1,0	0,8	0,8	0,8	0,8	1,0
1.23.1.1	1,0	1,0	1,0	0,11111111	0	0
1.23.1.3	1,0	1,0	1,0	0,33333333	0	0
1.23.1.2	1,0	1,0	1,0	0	0	0
1.23.1.4	1,0	1,0	1,0	0	0	0
2.1.1.259	1,0	1,0	1,0	0,5	0	0
6.3.4.14	1,0	0,875	0,875	0,875	0	1,0
6.3.4.15	1,0	1,0	1,0	1,0	0	1,0
6.3.4.13	1,0	0,5	1,0	0,5	0	1,0
6.3.4.11	0	1,0	1,0	1,0	0	1,0
4.2.1.10	0	1,0	1,0	1,0	0	1,0
3.6.4.3	1,0	1,0	1,0	1,0	0	1,0
4.2.1.50	1,0	1,0	0	0	0	1,0
4.2.1.51	0	1,0	1,0	1,0	0	1,0
3.6.4.6	1,0	1,0	0,5	0,5	0	0
3.6.1.15	1,0	1,0	0	0	0	1,0
3.1.4.3	1,0	1,0	1,0	1,0	0	1,0
3.6.1.17	1,0	1,0	0	0	0	1,0
3.6.1.16	1,0	1,0	1,0	1,0	0	1,0
3.6.1.13	0,5	1,0	0,375	0,375	0	1,0
4.2.3.67	1,0	1,0	0	0	0	0
1.14.13.206	0	0	1,0	0,5	0	0
