ECs	E2P2	PRIAM	KOALA	KAAS	INTERPRO	Blast2Go
3.5.4.16	1,0	1,0	1,0	1,0	1,0	1,0
3.6.2.1	0,5	0	0	0	0	0,5
1.13.11.70	0,5	0,66666667	0,66666667	1,0	0	0,66666667
1.1.99.2	0,5	0	0	0	0	0,25
1.1.1.133	1,0	0,25	0	0	0	1,0
4.1.3.17	0	1,0	0	0	0	1,0
2.7.7.23	1,0	1,0	1,0	1,0	0	1,0
2.7.7.27	0,96969697	0,96551724	0,96875	0,96	1,0	0,96875
1.4.3.21	1,0	1,0	1,0	1,0	1,0	0,83333333
1.1.1.223	1,0	1,0	0	0	0	1,0
3.4.24.61	0	0	1,0	1,0	0	0
4.4.1.11	1,0	1,0	1,0	1,0	0	1,0
4.4.1.16	0	1,0	1,0	1,0	0	1,0
4.4.1.14	0,95833333	0,95833333	0,95833333	0,88888889	0	0,88461538
4.4.1.15	1,0	1,0	1,0	1,0	0	1,0
2.5.1.84	0,5	1,0	0,5	0,5	0	0,5
2.5.1.85	0,5	1,0	0,5	0,5	0	0,5
2.5.1.87	1,0	1,0	0,09090909	0,125	0	0
2.1.1.53	1,0	1,0	0	0	0	0,66666667
2.1.1.56	1,0	1,0	1,0	1,0	0	1,0
1.11.1.6	1,0	1,0	1,0	1,0	1,0	0,95348837
2.3.1.50	1,0	1,0	1,0	1,0	0	1,0
4.1.1.19	1,0	1,0	1,0	1,0	1,0	1,0
4.2.2.2	1,0	1,0	1,0	1,0	0	0,97435897
4.1.1.15	1,0	1,0	1,0	1,0	1,0	1,0
4.1.1.17	1,0	1,0	1,0	1,0	0	1,0
1.1.1.49	1,0	1,0	1,0	1,0	1,0	1,0
1.1.1.44	1,0	1,0	1,0	1,0	0,8	0,53846154
1.1.1.41	0,71428571	1,0	0,71428571	0,71428571	0	0,83333333
1.1.1.40	0,92857143	1,0	1,0	1,0	0	0,66666667
1.1.1.42	1,0	1,0	1,0	1,0	1,0	1,0
4.99.1.4	0	0	1,0	1,0	0	1,0
2.4.1.259	1,0	1,0	1,0	1,0	0	1,0
2.3.1.110	0,5	1,0	0	0	0	1,0
2.4.1.258	1,0	1,0	1,0	1,0	0	1,0
2.4.99.13	1,0	1,0	1,0	1,0	0	0
1.14.13.109	0,16666667	1,0	0	0	0	0,5
3.4.21.25	0,04347826	0,5	0	0	0	0
1.14.13.104	0,5	1,0	0	0	0	1,0
1.14.19.47	0	0	1,0	0	0	0
1.14.13.102	1,0	1,0	0	0	0	0,75
2.4.1.12	0,5952381	1,0	1,0	0,83333333	0	0,38461538
2.4.1.13	1,0	1,0	1,0	1,0	1,0	0,65306122
2.4.1.14	1,0	1,0	1,0	1,0	1,0	1,0
2.4.1.15	1,0	1,0	1,0	1,0	0	1,0
2.4.1.17	0,14285714	1,0	0	0	0	0,03333333
2.4.1.18	1,0	1,0	1,0	1,0	1,0	1,0
2.1.1.267	0,5	1,0	0	0	0	0,06666667
2.4.1.324	0,33333333	1,0	0,14285714	0	0	0
2.4.1.323	1,0	1,0	1,0	0	0	1,0
3.5.99.10	1,0	1,0	1,0	1,0	0	0
2.3.1.61	1,0	1,0	1,0	1,0	0	1,0
5.1.2.3	1,0	1,0	0	1,0	0	1,0
2.4.2.9	1,0	1,0	1,0	1,0	1,0	1,0
3.6.1.25	1,0	1,0	0	0	1,0	1,0
3.6.1.21	1,0	1,0	1,0	1,0	0	0,2
3.6.1.22	0,5	0,77777778	1,0	1,0	0	0,75
3.6.1.23	1,0	1,0	1,0	1,0	0	1,0
4.2.3.16	0,33333333	1,0	1,0	0	0	0,57142857
4.2.3.17	1,0	1,0	0	0	0	1,0
4.2.3.15	1,0	0,77777778	1,0	1,0	0	0,5
4.2.3.13	0,88888889	1,0	0	0	0	0,88888889
4.2.3.10	1,0	1,0	0	0	0	0,25
2.7.11.2	1,0	1,0	1,0	1,0	0	1,0
2.7.11.1	0,79310345	0,76019185	0,91402715	0,95151515	0	0
3.2.1.182	1,0	1,0	0	0	0	0,875
1.14.13.47	1,0	1,0	0	0	0	0,57142857
3.2.1.186	0,66666667	1,0	0	0	0	0
3.2.1.188	1,0	1,0	0	0	0	0
2.7.8.41	0	1,0	0,5	0,5	0	0
1.6.99.3	0,07868852	1,0	1,0	0,88888889	0	0,01481481
1.3.1.83	1,0	1,0	1,0	1,0	0	1,0
1.3.1.82	1,0	1,0	0	0	0	1,0
1.3.1.81	1,0	1,0	0	0	0	1,0
2.3.1.249	0	0	0,5	1,0	0	0
2.3.1.248	0	0	0	1,0	0	0
3.5.4.26	0,66666667	1,0	0,5	0,5	0	0,5
3.5.4.25	1,0	0,83333333	0,83333333	0,83333333	1,0	0,83333333
3.5.1.98	0,57142857	1,0	1,0	1,0	1,0	0,69565217
3.5.1.99	1,0	1,0	0	0	0	1,0
3.4.24.84	1,0	1,0	1,0	1,0	0	0
2.7.1.100	1,0	1,0	1,0	1,0	1,0	1,0
2.7.1.107	0,875	1,0	1,0	1,0	1,0	1,0
2.7.1.105	0,5	1,0	1,0	1,0	0	1,0
2.7.1.108	1,0	0	1,0	1,0	0	1,0
5.3.4.1	0,66666667	0,96153846	0,88888889	0,94444444	0	0,49090909
4.2.99.20	1,0	1,0	1,0	1,0	0	1,0
4.2.99.22	0,85714286	1,0	0	0	0	0
1.13.11.69	0,66666667	0,66666667	0,66666667	1,0	0	0,66666667
1.13.11.68	1,0	1,0	1,0	1,0	0	1,0
1.1.1.102	1,0	1,0	1,0	1,0	0	1,0
1.1.1.100	0,9	1,0	0,72727273	0,7	1,0	1,0
4.1.3.27	1,0	1,0	1,0	1,0	0	1,0
4.1.3.22	1,0	1,0	0	0	0	1,0
4.2.3.32	1,0	0,7	0	0	0	0,46666667
2.7.7.30	1,0	1,0	0	0	0	1,0
2.7.7.38	1,0	1,0	1,0	1,0	1,0	1,0
1.1.1.219	1,0	0,92857143	1,0	1,0	0	0,92857143
1.2.1.13	1,0	1,0	1,0	1,0	0	1,0
1.2.1.12	0,80555556	0,77777778	1,0	0,87096774	0	0,93548387
2.5.1.93	1,0	1,0	0	0	0	1,0
2.5.1.92	1,0	1,0	0	0	0	0,5
2.1.1.64	1,0	1,0	1,0	1,0	0	1,0
2.1.1.65	0	1,0	0	0	0	1,0
2.1.1.62	0,6	1,0	1,0	1,0	0	1,0
2.1.1.68	0,95238095	0,90909091	0,71428571	1,0	0	0,70967742
2.1.1.69	1,0	1,0	0	0	0	1,0
1.6.5.9	1,0	1,0	1,0	1,0	0	0
1.6.5.5	0,33333333	0	0	0	0	0,33333333
1.6.5.4	0,24193548	1,0	1,0	1,0	0	0,88235294
1.6.5.3	0,09168081	0,25	0,04128054	0,0671875	0,03664921	0,05198777
1.6.5.2	1,0	1,0	1,0	1,0	1,0	0,75
3.2.1.125	0,5	1,0	0	0	0	0,5
4.1.1.65	1,0	1,0	1,0	1,0	1,0	1,0
2.3.1.107	0,5	0	0	0	0	1,0
2.3.1.103	0,1875	0	0	0	0	0,75
1.8.5.1	1,0	0	1,0	1,0	0	1,0
2.3.2.15	0,66666667	1,0	1,0	1,0	1,0	0,66666667
2.4.1.255	0,7	0	1,0	1,0	0	0
2.4.1.254	1,0	1,0	0	0	0	1,0
2.4.1.256	1,0	1,0	1,0	1,0	0	1,0
2.4.1.253	1,0	1,0	0	0	0	1,0
5.4.99.57	1,0	1,0	0	1,0	0	0
5.4.99.56	0,5	1,0	0	1,0	0	0
5.4.99.55	0,5	0,5	1,0	0	0	0
5.4.99.54	1,0	1,0	0	1,0	0	0
5.4.99.53	1,0	1,0	0	1,0	0	0
5.4.99.52	0	1,0	0	1,0	0	0
5.4.99.51	1,0	1,0	0	0	0	0
5.4.99.50	1,0	1,0	0	0	0	0
1.14.13.134	1,0	1,0	0	0	0	1,0
1.14.13.137	1,0	1,0	0	0	0	1,0
1.14.13.136	0,75	1,0	0	0	0	1,0
1.14.13.139	1,0	1,0	0	0	0	1,0
1.14.13.138	1,0	1,0	0	0	0	1,0
1.2.3.14	0	0,5	0,09090909	1,0	0	0,5
3.6.1.31	1,0	1,0	1,0	1,0	0	1,0
2.1.1.278	1,0	1,0	1,0	1,0	0	1,0
2.1.1.279	0,5	1,0	0	0	0	0
2.1.1.276	0,5	1,0	0,5	1,0	0	1,0
2.1.1.277	0,75	0,75	0	0	0	0
2.1.1.274	1,0	1,0	0,28571429	1,0	0	0
2.1.1.275	0,5	1,0	0	1,0	0	0
2.1.1.273	1,0	1,0	0	1,0	0	0
2.1.1.270	0,5	1,0	0	0	0	0,4
3.4.25.1	0,72	1,0	1,0	1,0	0	0
5.3.1.16	1,0	1,0	1,0	1,0	0	1,0
2.4.1.330	0	1,0	0,33333333	0	0	0
5.3.1.13	1,0	1,0	1,0	1,0	0	1,0
2.6.1.5	1,0	1,0	0,11111111	0,2	0	0,28571429
2.3.1.75	0,92857143	0,92857143	0	0,14285714	0	1,0
2.3.1.74	0,97761194	0,92125984	0,75144509	1,0	0	0,85620915
4.2.1.33	1,0	1,0	1,0	1,0	1,0	1,0
3.1.3.4	0,18181818	0,33333333	0,33333333	0,4	0	0,22222222
3.1.3.7	0,88888889	1,0	1,0	1,0	1,0	1,0
1.14.14.36	1,0	1,0	0	0	0	0
1.14.14.37	0,11111111	1,0	0	0	0	0
1.14.14.38	0,5	1,0	0	0	0	0
1.14.14.39	1,0	1,0	0	0	0	0
1.14.13.53	0	1,0	0	0	0	0,5
2.7.1.151	1,0	1,0	1,0	1,0	0	1,0
1.14.13.55	1,0	1,0	0	0	0	0,66666667
1.14.13.52	1,0	0	0	0	0	1,0
4.1.99.3	0,33333333	1,0	0,4	0,25	0	0,66666667
3.5.4.33	1,0	1,0	1,0	1,0	0	0
2.3.1.256	0	0	1,0	1,0	0	0
2.3.1.254	0	0	1,0	1,0	0	0
3.5.1.88	1,0	1,0	1,0	1,0	0	1,0
3.1.7.6	0	1,0	0	0	0	0
4.1.2.27	1,0	1,0	1,0	1,0	0	1,0
2.7.1.137	1,0	1,0	1,0	1,0	0	1,0
2.7.1.134	0,92307692	0,94117647	1,0	1,0	0,83333333	0,94117647
2.7.1.130	1,0	1,0	1,0	1,0	0	1,0
3.1.3.32	1,0	1,0	1,0	1,0	0	1,0
1.14.15.17	0,25	1,0	1,0	1,0	0	0
2.7.1.138	0,66666667	1,0	1,0	1,0	0	1,0
2.1.2.1	1,0	1,0	1,0	1,0	1,0	1,0
2.1.2.2	1,0	1,0	1,0	1,0	1,0	1,0
3.2.2.3	1,0	1,0	1,0	1,0	0	1,0
2.4.2.40	1,0	1,0	0	0	0	0,5
2.4.2.41	0,05	1,0	0,25	0,5	0	1,0
1.13.11.12	0,9375	1,0	1,0	1,0	0	0,55555556
1.13.11.18	1,0	0	1,0	1,0	0	1,0
3.4.24.70	1,0	1,0	1,0	1,0	0	0
1.10.9.1	0,140625	1,0	1,0	1,0	1,0	1,0
2.6.1.21	1,0	1,0	0	0	0	0
2.6.1.27	1,0	1,0	0	0	0	0,66666667
1.1.1.200	1,0	1,0	0	0	0	1,0
1.1.1.205	1,0	1,0	1,0	1,0	1,0	0,75
1.1.1.206	0,10526316	0,5	0,0952381	0	0	0,33333333
1.1.1.208	1,0	0,66666667	0,33333333	0,5	0	0,66666667
3.2.2.27	0,2	1,0	1,0	1,0	0	0
3.2.2.21	1,0	1,0	1,0	1,0	0	1,0
3.2.2.23	1,0	1,0	1,0	1,0	0	0,2
3.2.2.22	0,92405063	0,96774194	0	0	0,97297297	0,98484848
1.2.1.27	1,0	1,0	1,0	1,0	1,0	1,0
1.2.1.24	1,0	1,0	1,0	1,0	0	1,0
1.2.1.28	1,0	0,5	0	1,0	0	1,0
4.1.3.38	1,0	1,0	1,0	0,33333333	0	0
4.1.3.36	1,0	1,0	1,0	1,0	0	1,0
2.7.1.86	0,6	1,0	0	0	0	1,0
2.7.1.82	0,25	1,0	0,25	0,25	0	1,0
1.16.1.7	1,0	1,0	1,0	1,0	0	1,0
3.2.1.20	0,8	0,8	1,0	0,8	0	0,10714286
3.2.1.21	0,94186047	0,85263158	0,80555556	0,92857143	0	0,48571429
3.2.1.22	1,0	1,0	1,0	1,0	0	0,85714286
3.2.1.23	1,0	1,0	1,0	1,0	0	0,78431373
3.2.1.24	0,83333333	1,0	1,0	1,0	1,0	0,45454545
3.2.1.26	0,925	0,76363636	0,73809524	0,81818182	0,75	0,76363636
3.2.1.28	1,0	1,0	1,0	1,0	1,0	1,0
1.11.2.3	0,90909091	0,90909091	0,90909091	1,0	0	1,0
5.99.1.2	1,0	1,0	1,0	1,0	1,0	1,0
5.99.1.3	0,77272727	1,0	1,0	1,0	1,0	0,76190476
2.3.2.8	1,0	1,0	1,0	1,0	1,0	1,0
2.3.2.5	1,0	1,0	0	0	1,0	1,0
2.3.2.2	0,5	1,0	0,75	1,0	0	1,0
2.3.1.133	0,25	1,0	0,09090909	1,0	0	1,0
1.1.3.8	1,0	0	0	0	0	1,0
2.3.1.255	0	0	1,0	1,0	0	0
5.4.99.40	0,28571429	0,75	1,0	1,0	0	0
5.4.99.41	0,83333333	1,0	1,0	1,0	0	0
2.4.1.242	1,0	1,0	0,93333333	1,0	0	0,92857143
2.4.1.243	1,0	1,0	0	0	0	1,0
5.4.99.46	1,0	1,0	0	0	0	0
2.4.1.241	1,0	1,0	1,0	1,0	0	1,0
5.4.99.48	1,0	1,0	0	0	0	0
5.4.99.49	1,0	1,0	0	0	0	0
1.14.13.125	0,66666667	0,66666667	0	1,0	0	0
1.14.13.122	1,0	1,0	1,0	1,0	0	0,33333333
1.14.13.123	0,83333333	1,0	0	0	0	0
1.14.13.120	1,0	1,0	0	0	0	0,66666667
1.14.13.121	0,14285714	1,0	0	0	0	0
2.1.1.71	1,0	1,0	1,0	1,0	0	1,0
2.1.1.77	1,0	1,0	1,0	1,0	1,0	0,6
2.1.1.76	0,66666667	0	0	0	0	0,13333333
2.4.1.34	1,0	1,0	0	0	1,0	1,0
2.1.1.240	1,0	1,0	0,03333333	0	0	1,0
2.4.1.32	0,15789474	0,17647059	0,15789474	1,0	0	0,75
2.1.1.244	1,0	1,0	1,0	1,0	0	0
2.4.1.300	1,0	1,0	0	0	0	1,0
6.3.4.21	1,0	1,0	1,0	1,0	0	1,0
2.4.1.237	0	0	0	0	0	1,0
2.8.1.8	1,0	1,0	1,0	1,0	1,0	0,95833333
2.8.1.9	1,0	1,0	1,0	1,0	0	0,75
1.10.3.1	1,0	1,0	0,86666667	0	0,83333333	0,86666667
1.10.3.3	0,44444444	1,0	0,66666667	0,8	0	0,8
1.10.3.2	1,0	1,0	1,0	1,0	1,0	1,0
2.8.1.2	1,0	1,0	1,0	1,0	0	1,0
2.8.1.1	0,66666667	1,0	1,0	1,0	0	0,5
1.10.3.9	0,60588235	1,0	1,0	1,0	0	0
2.8.1.7	1,0	1,0	1,0	1,0	1,0	1,0
4.2.1.20	1,0	1,0	1,0	1,0	1,0	1,0
3.6.3.14	0,61460446	0,89846154	1,0	1,0	0	0
4.2.1.24	1,0	1,0	1,0	1,0	1,0	1,0
2.3.1.41	1,0	1,0	0	0	0	0,375
2.7.1.24	1,0	1,0	1,0	1,0	1,0	1,0
2.3.1.48	0,86956522	1,0	1,0	1,0	0,7	0,51282051
5.5.1.13	1,0	1,0	0,45454545	1,0	0	1,0
4.2.3.75	0,54545455	1,0	0,08	0	0	0
2.7.8.2	1,0	1,0	0	0	0	0,5
4.2.3.77	0,5	0,66666667	0	0	0	0
4.2.3.70	0	1,0	0	0	0	0
2.7.8.5	0,75	0,75	0,66666667	0,66666667	0	0,66666667
4.2.3.73	1,0	1,0	0	0	0	1,0
2.7.8.8	1,0	1,0	0	0	0	1,0
4.2.3.78	0,0625	1,0	0	1,0	0	1,0
4.2.3.79	0	1,0	0	1,0	0	1,0
1.14.13.28	0,33333333	1,0	0	0	0	0,33333333
2.4.2.7	1,0	1,0	1,0	1,0	1,0	1,0
1.14.13.21	0,57142857	1,0	1,0	1,0	0	0,5
3.1.30.1	1,0	1,0	0	0	0	0
1.3.2.3	1,0	1,0	1,0	1,0	0	1,0
5.4.3.10	1,0	1,0	0	0	0	0
2.7.8.23	1,0	1,0	0	0	0	1,0
3.4.14.10	0,08571429	1,0	1,0	1,0	0	0
3.1.3.36	0,8	1,0	0	0	0	0,7
3.1.3.37	1,0	1,0	1,0	1,0	0	0,42857143
1.14.99.43	1,0	1,0	0	0	0	0
1.14.99.47	1,0	1,0	0	0	0	0
1.14.99.45	1,0	1,0	1,0	1,0	0	0
1.14.13.112	0,66666667	1,0	0,66666667	1,0	0	0
1.14.15.24	1,0	1,0	1,0	1,0	0	0
3.1.3.21	1,0	1,0	0	0	0	1,0
1.14.15.21	0,8	1,0	1,0	1,0	0	1,0
3.1.3.25	1,0	1,0	1,0	1,0	0	0,77777778
3.1.3.24	1,0	1,0	1,0	1,0	1,0	1,0
5.1.1.18	1,0	1,0	1,0	1,0	0	1,0
2.4.2.58	0	0	1,0	1,0	0	0
1.14.19.17	0	0	1,0	1,0	0	0
1.14.19.11	0	0	0,14285714	0,16666667	0	0
2.4.2.51	0,09090909	1,0	0,06666667	1,0	0	1,0
1.3.1.22	1,0	1,0	0,33333333	0,375	0	1,0
5.2.1.12	1,0	1,0	1,0	1,0	0	0
2.7.4.8	1,0	1,0	1,0	1,0	1,0	1,0
2.7.4.9	1,0	1,0	1,0	1,0	1,0	1,0
2.7.4.6	0,96153846	0,82142857	1,0	1,0	1,0	1,0
2.7.4.2	1,0	1,0	1,0	1,0	0	1,0
2.7.4.3	0,94444444	0,70833333	1,0	0,8	1,0	0,94444444
2.7.6.5	1,0	1,0	1,0	1,0	0	1,0
2.7.6.2	0,71428571	1,0	1,0	1,0	1,0	1,0
2.7.6.3	1,0	1,0	1,0	1,0	1,0	1,0
2.7.6.1	1,0	1,0	1,0	1,0	1,0	1,0
2.6.1.13	1,0	1,0	1,0	1,0	1,0	1,0
2.6.1.11	1,0	1,0	1,0	1,0	0	1,0
1.1.1.271	1,0	1,0	1,0	1,0	0	1,0
1.2.1.38	1,0	1,0	1,0	0,66666667	0	1,0
3.4.16.6	0,1875	0,38461538	0	0	0	0
3.4.16.5	0,33333333	0,45454545	0	0,8	0	0
2.7.2.8	1,0	1,0	1,0	1,0	0	1,0
4.1.3.44	1,0	1,0	1,0	1,0	0	1,0
2.7.2.3	1,0	1,0	1,0	1,0	1,0	1,0
3.7.1.2	1,0	1,0	1,0	1,0	1,0	1,0
3.7.1.5	1,0	0	1,0	1,0	0	1,0
2.7.2.4	1,0	1,0	1,0	1,0	1,0	1,0
2.7.1.91	1,0	1,0	1,0	1,0	0	1,0
2.7.1.90	0,5	0,5	0,5	0,66666667	0,25	0,5
4.2.1.75	1,0	1,0	1,0	1,0	1,0	1,0
3.5.5.4	1,0	1,0	0,66666667	1,0	0	1,0
3.5.5.1	0,83333333	0,77777778	0	0,83333333	0	0,77777778
3.2.1.37	0,23076923	0,33333333	0,6	0,33333333	0	0,4
3.2.1.39	0,98275862	0,96226415	1,0	1,0	0	0,8852459
4.1.1.49	0,83333333	1,0	1,0	1,0	1,0	1,0
1.3.8.4	1,0	1,0	0,75	0,75	0	0,75
1.1.1.95	1,0	1,0	1,0	1,0	0	1,0
2.3.1.129	1,0	1,0	1,0	1,0	1,0	1,0
2.4.1.273	0,16666667	1,0	0	0	0	1,0
2.4.1.272	1,0	1,0	0	0	0	1,0
2.4.1.271	1,0	1,0	0,1	0	0	0
1.3.99.12	1,0	1,0	0	0	0	1,0
5.4.99.35	0	1,0	0	0	0	0
5.4.99.34	0,33333333	1,0	0	0	0	0
5.4.99.37	1,0	1,0	0	0	0	0
5.4.99.36	1,0	1,0	0	0	0	0
5.4.99.31	1,0	1,0	0	1,0	0	0
5.4.99.30	0,92307692	0,91666667	0,91666667	1,0	0	0,91666667
5.4.99.33	1,0	1,0	0	0	0	0
5.4.99.39	0,47058824	0,91666667	0,33333333	1,0	0	0
5.4.99.38	1,0	1,0	0	1,0	0	0
1.14.18.9	1,0	1,0	0	0	0	1,0
3.5.1.2	1,0	0,5	0	0	1,0	0,25
3.5.1.3	1,0	0	1,0	1,0	0	1,0
1.14.18.4	1,0	0	0	0	0	1,0
1.14.18.5	1,0	1,0	0,5	0,5	0	0
3.5.1.4	0,4	1,0	0,75	1,0	0,14285714	0,23076923
3.5.1.5	1,0	1,0	1,0	1,0	1,0	1,0
1.23.1.1	0,9	0,9	0,64285714	0,5	0	0
1.23.1.3	0,85714286	0,85714286	0,42857143	1,0	0	0
1.23.1.2	1,0	1,0	0,42857143	0	0	0
1.23.1.4	0,66666667	0,8	0,28571429	0	0	0
2.1.1.259	1,0	1,0	0,66666667	1,0	0	0
6.3.4.14	1,0	1,0	1,0	1,0	0	0,72727273
6.3.4.15	0,5	0,5	0,5	0,5	0	0,5
6.3.4.13	1,0	1,0	1,0	1,0	0	0,66666667
6.3.4.11	0	0,5	0,5	0,5	0	0,5
4.2.1.10	0	1,0	1,0	1,0	0	1,0
3.6.4.3	0,5	1,0	1,0	1,0	0	0,33333333
4.2.1.50	1,0	0,1	0	0	0	1,0
4.2.1.51	0	0,5	0,5	0,5	0	0,5
3.6.4.6	0,28571429	1,0	1,0	1,0	0	0
3.6.1.15	1,0	1,0	0	0	0	0,00052493
3.1.4.3	0,66666667	1,0	0,33333333	0,33333333	0	0,11764706
3.6.1.17	0,5	0,33333333	0	0	0	0,5
3.6.1.16	1,0	1,0	1,0	1,0	0	1,0
